,date_channel,count,date,channel_name
1683,2018-09-05govhack2018,3,2018-09-05,govhack2018
1684,2017-09-09ilab1_spring_2017,3,2017-09-09,ilab1_spring_2017
1685,2016-09-18ds_hackathons,3,2016-09-18,ds_hackathons
1686,2018-10-06hjl,3,2018-10-06,hjl
1687,2018-05-29mdsi_dvn_aut_18,3,2018-05-29,mdsi_dvn_aut_18
1688,2018-03-26mdsi_cicaround_help,3,2018-03-26,mdsi_cicaround_help
1689,2018-05-01mdsi_announcements,3,2018-05-01,mdsi_announcements
1690,2016-07-31online-courses,3,2016-07-31,online-courses
1691,2017-12-24mdsi_deeplearn_spr_17,3,2017-12-24,mdsi_deeplearn_spr_17
1692,2018-09-27dev_r,3,2018-09-27,dev_r
1693,2017-11-11mdsi_deeplearn_spr_17,3,2017-11-11,mdsi_deeplearn_spr_17
1694,2017-05-15statistical_thinking,3,2017-05-15,statistical_thinking
1695,2016-06-03ideation_studio,3,2016-06-03,ideation_studio
1696,2017-11-19mdsi_announcements,3,2017-11-19,mdsi_announcements
1697,2017-09-2036100decepticons,3,2017-09-20,36100decepticons
1698,2018-06-05mdsi_announcements,3,2018-06-05,mdsi_announcements
1699,2018-05-18dvn2018autteam4,3,2018-05-18,dvn2018autteam4
1700,2016-09-16ds_hackathons,3,2016-09-16,ds_hackathons
1701,2017-07-10mdsi_deeplearn_spr_17,3,2017-07-10,mdsi_deeplearn_spr_17
1702,2016-06-05ds_jobs,3,2016-06-05,ds_jobs
1703,2016-09-02dev_data_vis,3,2016-09-02,dev_data_vis
1704,2017-12-21mdsi_electives,3,2017-12-21,mdsi_electives
1705,2017-03-30dev_data_vis,3,2017-03-30,dev_data_vis
1706,2017-08-11mdsi_announcements,3,2017-08-11,mdsi_announcements
1707,2017-12-08mdsi_electives,3,2017-12-08,mdsi_electives
1708,2017-05-28dev_r,3,2017-05-28,dev_r
1709,2018-08-03mdsi_datacamp,3,2018-08-03,mdsi_datacamp
1710,2016-08-25dev_data_vis,3,2016-08-25,dev_data_vis
1711,2017-05-29dev_r,3,2017-05-29,dev_r
1712,2017-04-04dsi-at2-teamsatata,3,2017-04-04,dsi-at2-teamsatata
1713,2018-05-21mdsi_dvn_aut_18,3,2018-05-21,mdsi_dvn_aut_18
1714,2017-06-29dev_r,3,2017-06-29,dev_r
1715,2018-05-10mdsi_electives,3,2018-05-10,mdsi_electives
1716,2019-03-12socialandinfoteam,3,2019-03-12,socialandinfoteam
1717,2018-03-05ds_hackathons,3,2018-03-05,ds_hackathons
1718,2016-06-03dev_python,3,2016-06-03,dev_python
1719,2019-03-06dev_python,3,2019-03-06,dev_python
1720,2017-01-17ds_cool_stuff,3,2017-01-17,ds_cool_stuff
1721,2017-09-25mdsi_deeplearn_spr_17,3,2017-09-25,mdsi_deeplearn_spr_17
1722,2018-08-12mdsi_ilab2_spr_18,3,2018-08-12,mdsi_ilab2_spr_18
1723,2018-12-10ds_protips,3,2018-12-10,ds_protips
1724,2016-08-24ds_hackathon_unearth,3,2016-08-24,ds_hackathon_unearth
1725,2018-05-11mdsi_dam_aut_18,3,2018-05-11,mdsi_dam_aut_18
1726,2017-03-26mdsi_announcements,3,2017-03-26,mdsi_announcements
1727,2017-11-05mdsi_deeplearn_spr_17,3,2017-11-05,mdsi_deeplearn_spr_17
1728,2016-07-06dev_r,3,2016-07-06,dev_r
1729,2016-07-05hacking,3,2016-07-05,hacking
1730,2018-05-09dvn2018autteam4,3,2018-05-09,dvn2018autteam4
1731,2017-09-20morningpeople,3,2017-09-20,morningpeople
1732,2016-08-06ds_hackathons,3,2016-08-06,ds_hackathons
1733,2018-08-27spring_stds_assign2,3,2018-08-27,spring_stds_assign2
1734,2017-06-22mdsi_electives,3,2017-06-22,mdsi_electives
1735,2019-03-22dev_machine_learning,3,2019-03-22,dev_machine_learning
1736,2018-06-04dvn2018autteam4,3,2018-06-04,dvn2018autteam4
1737,2016-07-27dev_r,3,2016-07-27,dev_r
1738,2018-10-10ds_jobs,3,2018-10-10,ds_jobs
1739,2017-07-13mdsi_electives,3,2017-07-13,mdsi_electives
1740,2017-04-16sleepyheads,3,2017-04-16,sleepyheads
1741,2018-01-22mdsi_datacamp,3,2018-01-22,mdsi_datacamp
1742,2016-10-12dev_data_vis,3,2016-10-12,dev_data_vis
1743,2018-06-25mdsi_dam_aut_18,3,2018-06-25,mdsi_dam_aut_18
1744,2018-01-23mdsi_announcements,3,2018-01-23,mdsi_announcements
1745,2017-11-09mdsi_deeplearn_spr_17,3,2017-11-09,mdsi_deeplearn_spr_17
1746,2018-09-15hjl,3,2018-09-15,hjl
1747,2018-06-06mdsi_dam_aut_18,3,2018-06-06,mdsi_dam_aut_18
1748,2017-05-11dev-sql,3,2017-05-11,dev-sql
1749,2018-11-14mdsi_stds_proj,3,2018-11-14,mdsi_stds_proj
1750,2018-05-28mdsi_dam_aut_18,3,2018-05-28,mdsi_dam_aut_18
1751,2017-05-30statistical_thinking,3,2017-05-30,statistical_thinking
1752,2019-02-07dev_python,3,2019-02-07,dev_python
1753,2018-04-07dna,3,2018-04-07,dna
1754,2017-03-20mdsi_announcements,3,2017-03-20,mdsi_announcements
1755,2018-09-26dev_data_vis,3,2018-09-26,dev_data_vis
1756,2016-09-09ds_cool_stuff,3,2016-09-09,ds_cool_stuff
1757,2018-03-20dev_r,3,2018-03-20,dev_r
1758,2019-03-08mdsi_help,3,2019-03-08,mdsi_help
1759,2018-11-04ds_jobs,3,2018-11-04,ds_jobs
1760,2017-02-14mdsi_electives,3,2017-02-14,mdsi_electives
1761,2018-11-10mdsi_announcements,3,2018-11-10,mdsi_announcements
1762,2018-10-24mdsi_dam_spr_18,3,2018-10-24,mdsi_dam_spr_18
1763,2016-07-25dev_r,3,2016-07-25,dev_r
1764,2017-04-03mdsi_electives,3,2017-04-03,mdsi_electives
1765,2017-09-04ds_hackathons,3,2017-09-04,ds_hackathons
1766,2018-06-14mdsi_announcements,3,2018-06-14,mdsi_announcements
1767,2017-10-11mdsi_deeplearn_spr_17,3,2017-10-11,mdsi_deeplearn_spr_17
1768,2018-06-19mdsi_dadm_aut_18,3,2018-06-19,mdsi_dadm_aut_18
1769,2018-03-08ds_protips,3,2018-03-08,ds_protips
1770,2017-04-14pmd_aut_17,3,2017-04-14,pmd_aut_17
1771,2017-05-22oth_random,3,2017-05-22,oth_random
1772,2016-07-13ds_hackathons,3,2016-07-13,ds_hackathons
1773,2018-11-11mdsi_dam_spr_18,3,2018-11-11,mdsi_dam_spr_18
1774,2017-03-28mdsi_dvn_aut_18,3,2017-03-28,mdsi_dvn_aut_18
1775,2017-04-05mdsi_cicaround_help,3,2017-04-05,mdsi_cicaround_help
1776,2018-07-31jp-morgan-i-lab-18,3,2018-07-31,jp-morgan-i-lab-18
1777,2017-05-08dev_datasets,3,2017-05-08,dev_datasets
1778,2018-01-09mdsi_dam_aut_18,3,2018-01-09,mdsi_dam_aut_18
1779,2018-03-05mdsi_dam_aut_18,3,2018-03-05,mdsi_dam_aut_18
1780,2017-03-06dev_data_vis,3,2017-03-06,dev_data_vis
1781,2017-04-07ds_hackathons,3,2017-04-07,ds_hackathons
1782,2017-05-09dadm_aut_17,3,2017-05-09,dadm_aut_17
1783,2017-06-23mdsi_dvn_aut_18,3,2017-06-23,mdsi_dvn_aut_18
1784,2017-06-21ds_cool_stuff,3,2017-06-21,ds_cool_stuff
1785,2017-05-05dev_r,3,2017-05-05,dev_r
1786,2017-03-01databusters,3,2017-03-01,databusters
1787,2017-11-10dev_data_vis,3,2017-11-10,dev_data_vis
1788,2018-10-13mdsi_electives,3,2018-10-13,mdsi_electives
1789,2016-09-0637459-mda,3,2016-09-06,37459-mda
1790,2018-10-15dev_r,3,2018-10-15,dev_r
1791,2017-12-15mdsi_deeplearn_spr_17,3,2017-12-15,mdsi_deeplearn_spr_17
1792,2018-02-11mdsi_datacamp,3,2018-02-11,mdsi_datacamp
1793,2019-03-16mdsi_announcements,3,2019-03-16,mdsi_announcements
1794,2016-11-03ds_hackathons,3,2016-11-03,ds_hackathons
1795,2018-08-22ds_jobs,3,2018-08-22,ds_jobs
1796,2018-10-27mdsi_dam_spr_18,3,2018-10-27,mdsi_dam_spr_18
1797,2017-03-27mdsi_announcements,3,2017-03-27,mdsi_announcements
1798,2018-08-01dev_r,2,2018-08-01,dev_r
1799,2018-03-19ds_jobs,2,2018-03-19,ds_jobs
1800,2017-01-16mdsi_announcements,2,2017-01-16,mdsi_announcements
1801,2017-02-02online-courses,2,2017-02-02,online-courses
1802,2017-02-03mdsi_electives,2,2017-02-03,mdsi_electives
1803,2019-03-15mdsi_deeplearn_aut_19,2,2019-03-15,mdsi_deeplearn_aut_19
1804,2017-07-15mdsi_electives,2,2017-07-15,mdsi_electives
1805,2017-10-27ds_jobs,2,2017-10-27,ds_jobs
1806,2019-03-10mdsi_datacamp,2,2019-03-10,mdsi_datacamp
1807,2017-08-09mdsi_announcements,2,2017-08-09,mdsi_announcements
1808,2017-08-08mdsi_announcements,2,2017-08-08,mdsi_announcements
1809,2017-04-22dadm_aut_17,2,2017-04-22,dadm_aut_17
1810,2017-05-27dadm_aut_17,2,2017-05-27,dadm_aut_17
1811,2018-08-02mdsi_32513adaa_spr_18,2,2018-08-02,mdsi_32513adaa_spr_18
1812,2017-07-28mdsi_datacamp,2,2017-07-28,mdsi_datacamp
1813,2017-08-21dev_r,2,2017-08-21,dev_r
1814,2018-01-11mdsi_announcements,2,2018-01-11,mdsi_announcements
1815,2018-04-05skeptics,2,2018-04-05,skeptics
1816,2016-05-23mdsi_announcements,2,2016-05-23,mdsi_announcements
1817,2017-11-16mdsi_electives,2,2017-11-16,mdsi_electives
1818,2018-09-06mdsi_announcements,2,2018-09-06,mdsi_announcements
1819,2016-06-24hacking,2,2016-06-24,hacking
1820,2017-09-19ds_protips,2,2017-09-19,ds_protips
1821,2018-10-22inconvenienttruth,2,2018-10-22,inconvenienttruth
1822,2017-04-10statistical_thinking,2,2017-04-10,statistical_thinking
1823,2018-04-03mdsi_dam_aut_18,2,2018-04-03,mdsi_dam_aut_18
1824,2018-04-01mdsi_announcements,2,2018-04-01,mdsi_announcements
1825,2017-04-17mdsi-tadpoles,2,2017-04-17,mdsi-tadpoles
1826,2017-02-15mdsi_electives,2,2017-02-15,mdsi_electives
1827,2018-03-27mdsi_announcements,2,2018-03-27,mdsi_announcements
1828,2017-09-22ilab2_spring_2017,2,2017-09-22,ilab2_spring_2017
1829,2018-08-28mdsi_announcements,2,2018-08-28,mdsi_announcements
1830,2017-07-19ilab1_spring_2017,2,2017-07-19,ilab1_spring_2017
1831,2018-02-20ds_jobs,2,2018-02-20,ds_jobs
1832,2016-07-28dev_machine_learning,2,2016-07-28,dev_machine_learning
1833,2018-11-21mdsi_electives,2,2018-11-21,mdsi_electives
1834,2017-01-10ds_hackathons,2,2017-01-10,ds_hackathons
1835,2017-05-21mdsi_dvn_aut_18,2,2017-05-21,mdsi_dvn_aut_18
1836,2017-10-26dev_data_vis,2,2017-10-26,dev_data_vis
1837,2018-03-09statistical_thinking,2,2018-03-09,statistical_thinking
1838,2018-01-04mdsi_deeplearn_spr_17,2,2018-01-04,mdsi_deeplearn_spr_17
1839,2018-04-19mdsi_dvn_aut_18,2,2018-04-19,mdsi_dvn_aut_18
1840,2018-10-22mdsi_dam_spr_18,2,2018-10-22,mdsi_dam_spr_18
1841,2018-03-19mdsi_electives,2,2018-03-19,mdsi_electives
1842,2018-05-21mdsi_announcements,2,2018-05-21,mdsi_announcements
1843,2018-03-06mdsi_electives,2,2018-03-06,mdsi_electives
1844,2018-11-09mdsi_32513adaa_spr_18,2,2018-11-09,mdsi_32513adaa_spr_18
1845,2016-12-05ds_cool_stuff,2,2016-12-05,ds_cool_stuff
1846,2018-04-17unix-autumn-2018,2,2018-04-17,unix-autumn-2018
1847,2017-06-01mdsi_dvn_aut_18,2,2017-06-01,mdsi_dvn_aut_18
1848,2018-08-26mdsi_dam_spr_18,2,2018-08-26,mdsi_dam_spr_18
1849,2019-03-13mdsi_announcements,2,2019-03-13,mdsi_announcements
1850,2017-04-24ds_hackathons,2,2017-04-24,ds_hackathons
1851,2017-05-08mdsi_dam_aut_18,2,2017-05-08,mdsi_dam_aut_18
1852,2019-02-02dev_r,2,2019-02-02,dev_r
1853,2018-08-19ds_protips,2,2018-08-19,ds_protips
1854,2017-11-30mdsi_electives,2,2017-11-30,mdsi_electives
1855,2019-03-24mdsi_cicaround_help,2,2019-03-24,mdsi_cicaround_help
1856,2017-12-03mdsi_deeplearn_spr_17,2,2017-12-03,mdsi_deeplearn_spr_17
1857,2016-11-17databusters,2,2016-11-17,databusters
1858,2016-11-18ds_hackathon_unearth,2,2016-11-18,ds_hackathon_unearth
1859,2018-08-15events-of-interest,2,2018-08-15,events-of-interest
1860,2018-05-19mdsi_dvn_aut_18,2,2018-05-19,mdsi_dvn_aut_18
1861,2017-11-19dev_r,2,2017-11-19,dev_r
1862,2016-08-06mdsi_announcements,2,2016-08-06,mdsi_announcements
1863,2019-01-23dev_data_vis,2,2019-01-23,dev_data_vis
1864,2016-05-15dev_python,2,2016-05-15,dev_python
1865,2016-05-17mdsi_announcements,2,2016-05-17,mdsi_announcements
1866,2018-03-12mdsi_electives,2,2018-03-12,mdsi_electives
1867,2018-10-15mdsi_electives,2,2018-10-15,mdsi_electives
1868,2017-04-26mdsi_announcements,2,2017-04-26,mdsi_announcements
1869,2017-10-25mdsi_announcements,2,2017-10-25,mdsi_announcements
1870,2017-07-23ilab2_spring_2017,2,2017-07-23,ilab2_spring_2017
1871,2018-08-29mdsi_dam_spr_18,2,2018-08-29,mdsi_dam_spr_18
1872,2017-10-26ds_jobs,2,2017-10-26,ds_jobs
1873,2018-08-26mdsi_32513adaa_spr_18,2,2018-08-26,mdsi_32513adaa_spr_18
1874,2018-03-17excelsior,2,2018-03-17,excelsior
1875,2018-07-30multivariate_spr_18,2,2018-07-30,multivariate_spr_18
1876,2017-01-13dev_r,2,2017-01-13,dev_r
1877,2018-10-10mdsi_ilab1_spr_18,2,2018-10-10,mdsi_ilab1_spr_18
1878,2016-06-04mdsi_announcements,2,2016-06-04,mdsi_announcements
1879,2018-07-09dev_r,2,2018-07-09,dev_r
1880,2018-11-05mdsi_dam_spr_18,2,2018-11-05,mdsi_dam_spr_18
1881,2018-04-28dna,2,2018-04-28,dna
1882,2017-04-10sleepyheads,2,2017-04-10,sleepyheads
1883,2017-08-18ds_hackathons,2,2017-08-18,ds_hackathons
1884,2018-03-13mdsi_announcements,2,2018-03-13,mdsi_announcements
1885,2017-05-10dsi-at2-teamsatata,2,2017-05-10,dsi-at2-teamsatata
1886,2016-08-16ds_hackathons,2,2016-08-16,ds_hackathons
1887,2017-03-11mdsi-tadpoles,2,2017-03-11,mdsi-tadpoles
1888,2017-08-14mdsi_deeplearn_spr_17,2,2017-08-14,mdsi_deeplearn_spr_17
1889,2016-08-01online-courses,2,2016-08-01,online-courses
1890,2017-05-16ds_cool_stuff,2,2017-05-16,ds_cool_stuff
1891,2018-11-15mdsi_electives,2,2018-11-15,mdsi_electives
1892,2018-10-06ds_data_ethics,2,2018-10-06,ds_data_ethics
1893,2018-01-17mdsi_dvn_aut_18,2,2018-01-17,mdsi_dvn_aut_18
1894,2017-08-15ds_hackathons,2,2017-08-15,ds_hackathons
1895,2016-11-22dev_datasets,2,2016-11-22,dev_datasets
1896,2017-05-24mdsi_dam_aut_18,2,2017-05-24,mdsi_dam_aut_18
1897,2018-03-30ldsi_autumn_2018,2,2018-03-30,ldsi_autumn_2018
1898,2017-08-2236100decepticons,2,2017-08-22,36100decepticons
1899,2018-03-26mdsi_announcements,2,2018-03-26,mdsi_announcements
1900,2018-03-11mdsi_dvn_aut_18,2,2018-03-11,mdsi_dvn_aut_18
1901,2016-09-23databusters,2,2016-09-23,databusters
1902,2017-12-11mdsi_announcements,2,2017-12-11,mdsi_announcements
1903,2017-06-29mdsi_announcements,2,2017-06-29,mdsi_announcements
1904,2017-12-12dev_r,2,2017-12-12,dev_r
1905,2018-04-18mdsi_cicaround_help,2,2018-04-18,mdsi_cicaround_help
1906,2016-11-20ds_cool_stuff,2,2016-11-20,ds_cool_stuff
1907,2017-02-19mdsi_announcements,2,2017-02-19,mdsi_announcements
1908,2018-05-09mdsi_announcements,2,2018-05-09,mdsi_announcements
1909,2017-07-21dev_other,2,2017-07-21,dev_other
1910,2019-01-22mdsi_electives,2,2019-01-22,mdsi_electives
1911,2018-09-07dev_r,2,2018-09-07,dev_r
1912,2018-11-23multivariate_spr_18,2,2018-11-23,multivariate_spr_18
1913,2016-08-13ds_protips,2,2016-08-13,ds_protips
1914,2017-05-25mdsi_announcements,2,2017-05-25,mdsi_announcements
1915,2018-04-18mdsi_dvn_aut_18,2,2018-04-18,mdsi_dvn_aut_18
1916,2018-12-25mdsi_stds_proj,2,2018-12-25,mdsi_stds_proj
1917,2018-08-28ds_protips,2,2018-08-28,ds_protips
1918,2016-09-15databusters,2,2016-09-15,databusters
1919,2018-08-29ds_protips,2,2018-08-29,ds_protips
1920,2016-10-08ds_jobs,2,2016-10-08,ds_jobs
1921,2016-10-12ds_jobs,2,2016-10-12,ds_jobs
1922,2016-10-2337459-mda,2,2016-10-23,37459-mda
1923,2017-06-06mdsi_dvn_aut_18,2,2017-06-06,mdsi_dvn_aut_18
1924,2018-08-08mdsi_datacamp,2,2018-08-08,mdsi_datacamp
1925,2016-08-17ds_protips,2,2016-08-17,ds_protips
1926,2018-10-19spring_stds_assign2,2,2018-10-19,spring_stds_assign2
1927,2018-12-31dev_python,2,2018-12-31,dev_python
1928,2017-12-04mdsi_deeplearn_spr_17,2,2017-12-04,mdsi_deeplearn_spr_17
1929,2017-04-03ds_jobs,2,2017-04-03,ds_jobs
1930,2017-04-02mdsi_help,2,2017-04-02,mdsi_help
1931,2016-10-30ds_hackathons,2,2016-10-30,ds_hackathons
1932,2018-05-23dvn2018autteam4,2,2018-05-23,dvn2018autteam4
1933,2017-09-24ilab2_spring_2017,2,2017-09-24,ilab2_spring_2017
1934,2018-05-14mdsi_dvn_aut_18,2,2018-05-14,mdsi_dvn_aut_18
1935,2018-03-06oth_random,2,2018-03-06,oth_random
1936,2019-02-25ds_protips,2,2019-02-25,ds_protips
1937,2019-03-18ds_cool_stuff,2,2019-03-18,ds_cool_stuff
1938,2017-04-28ds_hackathons,2,2017-04-28,ds_hackathons
1939,2019-03-08dev_data_vis,2,2019-03-08,dev_data_vis
1940,2018-10-18spring_stds_assign2,2,2018-10-18,spring_stds_assign2
1941,2016-10-28databusters,2,2016-10-28,databusters
1942,2018-05-13ds_jobs,2,2018-05-13,ds_jobs
1943,2017-08-25boardofstudies,2,2017-08-25,boardofstudies
1944,2017-08-30mdsi_datacamp,2,2017-08-30,mdsi_datacamp
1945,2017-01-17mdsi_announcements,2,2017-01-17,mdsi_announcements
1946,2017-02-16dev_data_vis,2,2017-02-16,dev_data_vis
1947,2017-06-24interest-startups,2,2017-06-24,interest-startups
1948,2017-03-15dev_data_vis,2,2017-03-15,dev_data_vis
1949,2017-11-15mdsi_electives,2,2017-11-15,mdsi_electives
1950,2017-04-06dsi-at2-teamsatata,2,2017-04-06,dsi-at2-teamsatata
1951,2018-07-26mdsi_announcements,2,2018-07-26,mdsi_announcements
1952,2018-06-27mdsi_dvn_aut_18,2,2018-06-27,mdsi_dvn_aut_18
1953,2017-03-16databusters,2,2017-03-16,databusters
1954,2016-09-29ds_cool_stuff,2,2016-09-29,ds_cool_stuff
1955,2018-09-07mdsi_ilab1_spr_18,2,2018-09-07,mdsi_ilab1_spr_18
1956,2017-02-14study-group,2,2017-02-14,study-group
1957,2018-02-15ds_hackathons,2,2018-02-15,ds_hackathons
1958,2018-03-11mdsi_dadm_aut_18,2,2018-03-11,mdsi_dadm_aut_18
1959,2016-08-06stack_underflow,2,2016-08-06,stack_underflow
1960,2019-02-20mdsi_help,2,2019-02-20,mdsi_help
1961,2016-09-21dev_data_vis,2,2016-09-21,dev_data_vis
1962,2016-12-14ds_cool_stuff,2,2016-12-14,ds_cool_stuff
1963,2018-10-22mdsi_announcements,2,2018-10-22,mdsi_announcements
1964,2018-07-02mdsi_electives,2,2018-07-02,mdsi_electives
1965,2017-07-10mdsi_announcements,2,2017-07-10,mdsi_announcements
1966,2016-12-12mdsi_announcements,2,2016-12-12,mdsi_announcements
1967,2018-05-19mdsi_dam_aut_18,2,2018-05-19,mdsi_dam_aut_18
1968,2017-03-13databusters,2,2017-03-13,databusters
1969,2017-08-08hacking,2,2017-08-08,hacking
1970,2016-06-29dev_r,2,2016-06-29,dev_r
1971,2018-10-26mdsi_dam_spr_18,2,2018-10-26,mdsi_dam_spr_18
1972,2016-09-22interest-startups,2,2016-09-22,interest-startups
1973,2019-03-10mdsi_deeplearn_aut_19,2,2019-03-10,mdsi_deeplearn_aut_19
1974,2017-04-05sleepyheads,2,2017-04-05,sleepyheads
1975,2017-03-15databusters,2,2017-03-15,databusters
1976,2016-06-28dev_r,2,2016-06-28,dev_r
1977,2018-11-14dev_data_vis,2,2018-11-14,dev_data_vis
1978,2018-05-14dadmat2,2,2018-05-14,dadmat2
1979,2018-10-06spring_stds_assign2,2,2018-10-06,spring_stds_assign2
1980,2017-08-24morningpeople,2,2017-08-24,morningpeople
1981,2017-10-09mdsi_deeplearn_spr_17,2,2017-10-09,mdsi_deeplearn_spr_17
1982,2017-10-31mdsi_announcements,2,2017-10-31,mdsi_announcements
1983,2016-09-11mdsi_announcements,2,2016-09-11,mdsi_announcements
1984,2017-10-21ds_cool_stuff,2,2017-10-21,ds_cool_stuff
1985,2017-03-07dev_data_vis,2,2017-03-07,dev_data_vis
1986,2017-12-22mdsi_deeplearn_spr_17,2,2017-12-22,mdsi_deeplearn_spr_17
1987,2018-03-24mdsi_electives,2,2018-03-24,mdsi_electives
1988,2017-01-22online-courses,2,2017-01-22,online-courses
1989,2017-05-11dadm_aut_17,2,2017-05-11,dadm_aut_17
1990,2018-10-07mdsi_dam_spr_18,2,2018-10-07,mdsi_dam_spr_18
1991,2017-02-01ds_hackathons,2,2017-02-01,ds_hackathons
1992,2018-04-03dna,2,2018-04-03,dna
1993,2018-09-29mdsi_announcements,2,2018-09-29,mdsi_announcements
1994,2016-06-27ds_jobs,2,2016-06-27,ds_jobs
1995,2019-03-04dev_data_vis,2,2019-03-04,dev_data_vis
1996,2016-09-08ds_cool_stuff,2,2016-09-08,ds_cool_stuff
1997,2018-04-20mdsi_announcements,2,2018-04-20,mdsi_announcements
1998,2018-01-23mdsi_deeplearn_spr_17,2,2018-01-23,mdsi_deeplearn_spr_17
1999,2016-12-05mdsi_electives,2,2016-12-05,mdsi_electives
2000,2018-08-30mdsi_announcements,2,2018-08-30,mdsi_announcements
2001,2017-05-14oth_random,2,2017-05-14,oth_random
2002,2018-09-27mdsi_announcements,2,2018-09-27,mdsi_announcements
2003,2018-04-30dadmat2,2,2018-04-30,dadmat2
2004,2016-05-19mdsi_announcements,2,2016-05-19,mdsi_announcements
2005,2016-08-07social-mining,2,2016-08-07,social-mining
2006,2016-10-08dev_data_vis,2,2016-10-08,dev_data_vis
2007,2018-06-02ds_hackathons,2,2018-06-02,ds_hackathons
2008,2018-03-05ds_jobs,2,2018-03-05,ds_jobs
2009,2016-08-13mdsi_electives,2,2016-08-13,mdsi_electives
2010,2016-10-19dev_other,2,2016-10-19,dev_other
2011,2017-01-15ds_cool_stuff,2,2017-01-15,ds_cool_stuff
2012,2016-09-02ds_hackathon_unearth,2,2016-09-02,ds_hackathon_unearth
2013,2018-03-21dev_machine_learning,2,2018-03-21,dev_machine_learning
2014,2018-01-10mdsi_announcements,2,2018-01-10,mdsi_announcements
2015,2018-12-05ds_protips,2,2018-12-05,ds_protips
2016,2018-07-06mdsi_announcements,2,2018-07-06,mdsi_announcements
2017,2016-11-07github-setup,2,2016-11-07,github-setup
2018,2017-07-26dev_r,2,2017-07-26,dev_r
2019,2018-10-16multivariate_spr_18,2,2018-10-16,multivariate_spr_18
2020,2017-11-20fliparound_chat,2,2017-11-20,fliparound_chat
2021,2016-11-11ds_protips,2,2016-11-11,ds_protips
2022,2018-10-24govhack2018,2,2018-10-24,govhack2018
2023,2018-05-12ddm-assignment2,2,2018-05-12,ddm-assignment2
2024,2017-07-14mdsi_announcements,2,2017-07-14,mdsi_announcements
2025,2017-12-29mdsi_deeplearn_spr_17,2,2017-12-29,mdsi_deeplearn_spr_17
2026,2018-11-15govhack2018,2,2018-11-15,govhack2018
2027,2018-03-18mdsi_dam_aut_18,2,2018-03-18,mdsi_dam_aut_18
2028,2017-08-31morningpeople,2,2017-08-31,morningpeople
2029,2018-07-24mdsi_electives,2,2018-07-24,mdsi_electives
2030,2018-01-17mdsi_deeplearn_spr_17,2,2018-01-17,mdsi_deeplearn_spr_17
2031,2017-03-15mdsi_help,2,2017-03-15,mdsi_help
2032,2018-05-16ds_jobs,2,2018-05-16,ds_jobs
2033,2018-02-25mdsi_datacamp,2,2018-02-25,mdsi_datacamp
2034,2018-04-01ldsi_autumn_2018,2,2018-04-01,ldsi_autumn_2018
2035,2017-08-08morningpeople,2,2017-08-08,morningpeople
2036,2017-04-07mdsi_cicaround_help,2,2017-04-07,mdsi_cicaround_help
2037,2017-04-01mdsi_cicaround_help,2,2017-04-01,mdsi_cicaround_help
2038,2017-07-20mdsi_deeplearn_spr_17,2,2017-07-20,mdsi_deeplearn_spr_17
2039,2017-07-31mdsi_announcements,2,2017-07-31,mdsi_announcements
2040,2017-08-22mdsi_deeplearn_spr_17,2,2017-08-22,mdsi_deeplearn_spr_17
2041,2016-08-02ds_jobs,2,2016-08-02,ds_jobs
2042,2016-10-21databusters,2,2016-10-21,databusters
2043,2016-11-15ds_cool_stuff,2,2016-11-15,ds_cool_stuff
2044,2018-08-12spring_stds_assign2,2,2018-08-12,spring_stds_assign2
2045,2017-09-16morningpeople,2,2017-09-16,morningpeople
2046,2016-07-25ds_hackathons,2,2016-07-25,ds_hackathons
2047,2016-10-1137459-mda,2,2016-10-11,37459-mda
2048,2017-01-26mdsi_announcements,2,2017-01-26,mdsi_announcements
2049,2018-08-31mdsi_dam_spr_18,2,2018-08-31,mdsi_dam_spr_18
2050,2016-05-21dev_r,2,2016-05-21,dev_r
2051,2018-07-29dev_r,2,2018-07-29,dev_r
2052,2017-09-26morningpeople,2,2017-09-26,morningpeople
2053,2017-07-15ilab2_spring_2017,2,2017-07-15,ilab2_spring_2017
2054,2018-10-01mdsi_stds_proj,2,2018-10-01,mdsi_stds_proj
2055,2016-07-31ds_hackathons,2,2016-07-31,ds_hackathons
2056,2018-01-18ds_jobs,2,2018-01-18,ds_jobs
2057,2017-04-29dsi-at2-teamsatata,2,2017-04-29,dsi-at2-teamsatata
2058,2016-09-07mdsi_announcements,2,2016-09-07,mdsi_announcements
2059,2016-11-17dev_data_vis,2,2016-11-17,dev_data_vis
2060,2018-09-11mdsi_announcements,2,2018-09-11,mdsi_announcements
2061,2019-03-13dev_python,2,2019-03-13,dev_python
2062,2018-10-05mdsi_announcements,2,2018-10-05,mdsi_announcements
2063,2017-08-11ilab2_spring_2017,2,2017-08-11,ilab2_spring_2017
2064,2016-08-16ds_protips,2,2016-08-16,ds_protips
2065,2017-04-17pmd_aut_17,2,2017-04-17,pmd_aut_17
2066,2017-05-08mdsi_announcements,2,2017-05-08,mdsi_announcements
2067,2016-11-10bot_test,2,2016-11-10,bot_test
2068,2018-05-18dvn-team-1,2,2018-05-18,dvn-team-1
2069,2016-09-16ds_jobs,2,2016-09-16,ds_jobs
2070,2018-10-12mdsi_announcements,2,2018-10-12,mdsi_announcements
2071,2017-08-09datasciencefiction,2,2017-08-09,datasciencefiction
